time,value
0,344.00
1,344.00
2,344.00
3,344.00
4,344.00
5,344.00
6,344.00
7,344.00
8,344.00
9,344.00
10,344.00
11,344.00
12,344.00
13,344.00
14,344.00
15,344.00
16,344.00
17,344.00
18,344.00
19,344.00
20,344.00
21,344.00
22,344.00
23,344.00
24,344.00
25,344.00
26,344.00
27,344.00
28,344.00
29,344.00
30,344.00
31,344.00
32,344.00
33,344.00
34,344.00
35,344.00
36,344.00
37,344.00
38,344.00
39,345.00
40,344.00
41,344.00
42,344.00
43,344.00
44,345.00
45,345.00
46,345.00
47,345.00
48,345.00
49,345.00
50,344.00
51,344.00
52,344.00
53,345.00
54,345.00
55,345.00
56,345.00
57,345.00
58,345.00
59,345.00
60,345.00
61,345.00
62,345.00
63,345.00
64,345.00
65,345.00
66,345.00
67,345.00
68,345.00
69,345.00
70,345.00
71,345.00
72,345.00
73,345.00
74,345.00
75,345.00
76,345.00
77,345.00
78,345.00
79,345.00
80,345.00
81,345.00
82,345.00
83,345.00
84,345.00
85,345.00
86,345.00
87,345.00
88,345.00
89,345.00
90,345.00
91,345.00
92,345.00
93,345.00
94,345.00
95,345.00
96,345.00
97,345.00
98,345.00
99,345.00
100,345.00
101,345.00
102,345.00
103,345.00
104,345.00
105,346.00
106,346.00
107,346.00
108,346.00
109,346.00
110,346.00
111,346.00
112,346.00
113,346.00
114,346.00
115,346.00
116,346.00
117,346.00
118,346.00
119,346.00
120,346.00
121,346.00
122,346.00
123,346.00
124,346.00
125,346.00
126,346.00
127,346.00
128,346.00
129,346.00
130,346.00
131,346.00
132,346.00
133,346.00
134,346.00
135,346.00
136,346.00
137,346.00
138,346.00
139,346.00
140,346.00
141,346.00
142,346.00
143,346.00
144,346.00
145,346.00
146,346.00
147,346.00
148,346.00
149,346.00
150,346.00
151,346.00
152,346.00
153,346.00
154,346.00
155,346.00
156,346.00
157,346.00
158,346.00
159,346.00
160,346.00
161,346.00
162,346.00
163,346.00
164,346.00
165,346.00
166,346.00
167,347.00
168,347.00
169,347.00
170,347.00
171,347.00
172,346.00
173,347.00
174,346.00
175,347.00
176,347.00
177,347.00
178,347.00
179,347.00
180,347.00
181,347.00
182,347.00
183,347.00
184,347.00
185,347.00
186,347.00
187,347.00
188,347.00
189,347.00
190,347.00
191,347.00
192,347.00
193,347.00
194,347.00
195,347.00
196,347.00
197,347.00
198,347.00
199,347.00
200,347.00
201,347.00
202,347.00
203,347.00
204,347.00
205,347.00
206,347.00
207,347.00
208,347.00
209,347.00
210,347.00
211,347.00
212,347.00
213,347.00
214,347.00
215,347.00
216,347.00
217,347.00
218,347.00
219,347.00
220,347.00
221,347.00
222,347.00
223,347.00
224,347.00
225,347.00
226,347.00
227,347.00
228,347.00
229,347.00
230,347.00
231,347.00
232,347.00
233,347.00
234,347.00
235,347.00
236,347.00
237,347.00
238,347.00
239,347.00
240,347.00
241,348.00
242,348.00
243,347.00
244,347.00
245,347.00
246,347.00
247,347.00
248,347.00
249,348.00
250,348.00
251,348.00
252,348.00
253,348.00
254,348.00
255,348.00
256,348.00
257,348.00
258,348.00
259,348.00
260,348.00
261,348.00
262,348.00
263,348.00
264,348.00
265,348.00
266,348.00
267,348.00
268,348.00
269,348.00
270,348.00
271,348.00
272,348.00
273,348.00
274,348.00
275,348.00
276,348.00
277,348.00
278,348.00
279,348.00
280,348.00
281,348.00
282,348.00
283,348.00
284,348.00
285,348.00
286,348.00
287,348.00
288,348.00
289,348.00
290,348.00
291,348.00
292,348.00
293,348.00
294,348.00
295,348.00
296,348.00
297,348.00
298,348.00
299,348.00
300,348.00
301,348.00
302,348.00
303,348.00
304,348.00
305,348.00
306,348.00
307,348.00
308,348.00
309,348.00
310,348.00
311,348.00
312,348.00
313,348.00
314,348.00
315,348.00
316,349.00
317,348.00
318,348.00
319,348.00
320,348.00
321,349.00
322,349.00
323,348.00
324,349.00
325,349.00
326,349.00
327,349.00
328,349.00
329,349.00
330,348.00
331,349.00
332,349.00
333,349.00
334,349.00
335,349.00
336,349.00
337,349.00
338,349.00
339,349.00
340,349.00
341,349.00
342,349.00
343,349.00
344,349.00
345,349.00
346,349.00
347,349.00
348,349.00
349,349.00
350,349.00
351,349.00
352,349.00
353,349.00
354,349.00
355,349.00
356,349.00
357,349.00
358,349.00
359,349.00
360,349.00
361,349.00
362,349.00
363,349.00
364,349.00
365,349.00
366,349.00
367,349.00
368,349.00
369,349.00
370,349.00
371,349.00
372,349.00
373,349.00
374,349.00
375,349.00
376,349.00
377,349.00
378,349.00
379,349.00
380,349.00
381,349.00
382,349.00
383,349.00
384,349.00
385,349.00
386,349.00
387,349.00
388,349.00
389,349.00
390,349.00
391,349.00
392,349.00
393,349.00
394,349.00
395,349.00
396,349.00
397,349.00
398,349.00
399,349.00
400,349.00
401,349.00
402,349.00
403,349.00
404,350.00
405,349.00
406,349.00
407,349.00
408,349.00
409,349.00
410,349.00
411,349.00
412,349.00
413,349.00
414,349.00
415,349.00
416,349.00
417,349.00
418,349.00
419,350.00
420,349.00
421,349.00
422,349.00
423,350.00
424,350.00
425,350.00
426,350.00
427,350.00
428,350.00
429,349.00
430,350.00
431,350.00
432,350.00
433,350.00
434,350.00
435,350.00
436,350.00
437,350.00
438,350.00
439,350.00
440,350.00
441,350.00
442,350.00
443,350.00
444,350.00
445,350.00
446,350.00
447,350.00
448,350.00
449,350.00
450,350.00
451,350.00
452,350.00
453,350.00
454,350.00
455,350.00
456,350.00
457,350.00
458,350.00
459,350.00
460,350.00
461,350.00
462,350.00
463,350.00
464,350.00
465,350.00
466,350.00
467,350.00
468,350.00
469,350.00
470,350.00
471,350.00
472,350.00
473,350.00
474,350.00
475,350.00
476,350.00
477,350.00
478,350.00
479,350.00
480,350.00
481,350.00
482,350.00
483,350.00
484,350.00
485,350.00
486,350.00
487,350.00
488,350.00
489,350.00
490,350.00
491,350.00
492,350.00
493,350.00
494,350.00
495,350.00
496,350.00
497,350.00
498,350.00
499,350.00
500,350.00
501,350.00
502,350.00
503,350.00
504,350.00
505,350.00
506,350.00
507,350.00
508,350.00
509,350.00
510,351.00
511,350.00
512,350.00
513,350.00
514,351.00
515,351.00
516,350.00
517,350.00
518,350.00
519,351.00
