time,value
0,345.00
1,345.00
2,345.00
3,345.00
4,345.00
5,345.00
6,345.00
7,346.00
8,346.00
9,346.00
10,346.00
11,346.00
12,346.00
13,346.00
14,346.00
15,346.00
16,346.00
17,346.00
18,346.00
19,346.00
20,347.00
21,347.00
22,347.00
23,347.00
24,347.00
25,347.00
26,347.00
27,347.00
28,347.00
29,347.00
30,347.00
31,347.00
32,347.00
33,347.00
34,347.00
35,347.00
36,348.00
37,348.00
38,348.00
39,348.00
40,348.00
41,348.00
42,348.00
43,348.00
44,348.00
45,348.00
46,348.00
47,348.00
48,348.00
49,348.00
50,348.00
51,348.00
52,348.00
53,349.00
54,349.00
55,349.00
56,349.00
57,349.00
58,349.00
59,349.00
60,349.00
61,349.00
62,349.00
63,349.00
64,349.00
65,349.00
66,349.00
67,349.00
68,349.00
69,349.00
70,349.00
71,349.00
72,349.00
73,349.00
74,349.00
75,349.00
76,350.00
77,350.00
78,350.00
79,350.00
80,350.00
81,350.00
82,350.00
83,350.00
84,350.00
85,350.00
86,350.00
87,350.00
88,350.00
89,350.00
90,350.00
91,350.00
92,350.00
93,350.00
94,350.00
95,350.00
96,350.00
97,350.00
98,350.00
99,350.00
100,350.00
101,351.00
102,350.00
103,351.00
104,351.00
105,351.00
106,351.00
107,351.00
108,351.00
109,351.00
110,351.00
111,351.00
112,351.00
113,351.00
114,351.00
115,351.00
116,351.00
117,351.00
118,351.00
119,351.00
120,351.00
121,351.00
122,351.00
123,351.00
124,351.00
125,351.00
126,351.00
127,351.00
128,351.00
129,352.00
130,351.00
131,352.00
132,352.00
133,352.00
134,352.00
135,352.00
136,352.00
137,352.00
138,352.00
139,352.00
140,352.00
141,352.00
142,352.00
143,352.00
144,352.00
145,352.00
146,352.00
147,352.00
148,352.00
149,352.00
150,352.00
151,352.00
152,352.00
153,352.00
154,352.00
155,352.00
156,352.00
157,352.00
158,352.00
159,352.00
160,352.00
161,352.00
162,352.00
163,352.00
164,352.00
165,352.00
166,353.00
167,353.00
168,353.00
169,353.00
170,353.00
171,353.00
172,353.00
173,353.00
174,353.00
175,353.00
176,353.00
177,353.00
178,353.00
179,353.00
180,353.00
181,353.00
182,353.00
183,353.00
184,353.00
185,353.00
186,353.00
187,353.00
188,353.00
189,353.00
190,353.00
191,353.00
192,353.00
193,353.00
194,353.00
195,353.00
196,353.00
197,353.00
198,353.00
199,353.00
200,353.00
201,353.00
202,353.00
203,353.00
204,353.00
205,354.00
206,354.00
207,354.00
208,354.00
209,354.00
210,354.00
211,354.00
212,354.00
213,354.00
214,354.00
215,354.00
216,354.00
217,354.00
218,354.00
219,354.00
220,354.00
221,354.00
222,354.00
223,354.00
224,354.00
225,354.00
226,354.00
227,354.00
228,354.00
229,354.00
230,354.00
231,354.00
232,354.00
233,354.00
234,354.00
235,354.00
236,354.00
237,354.00
238,354.00
239,354.00
240,354.00
241,354.00
242,354.00
243,354.00
244,354.00
245,354.00
246,354.00
247,355.00
248,355.00
249,354.00
250,355.00
251,355.00
252,355.00
253,355.00
254,355.00
255,355.00
256,355.00
257,355.00
258,355.00
259,355.00
260,355.00
261,355.00
262,355.00
263,355.00
264,355.00
265,355.00
266,355.00
267,355.00
268,355.00
269,355.00
270,355.00
271,355.00
272,355.00
273,355.00
274,355.00
275,355.00
276,355.00
277,355.00
278,355.00
279,355.00
280,355.00
281,355.00
282,355.00
283,355.00
284,355.00
285,355.00
286,355.00
287,355.00
288,355.00
289,355.00
290,355.00
291,355.00
292,355.00
293,355.00
294,355.00
295,356.00
296,356.00
297,356.00
298,356.00
299,356.00
300,356.00
301,356.00
302,356.00
303,356.00
304,356.00
305,356.00
306,356.00
307,356.00
308,356.00
309,356.00
310,356.00
311,356.00
312,356.00
313,356.00
314,356.00
315,356.00
316,356.00
317,356.00
318,356.00
319,356.00
320,356.00
321,356.00
322,356.00
323,356.00
324,356.00
325,356.00
326,356.00
327,356.00
328,356.00
329,356.00
330,356.00
331,356.00
332,356.00
333,356.00
334,356.00
335,356.00
336,356.00
337,356.00
338,356.00
339,356.00
340,356.00
341,356.00
342,356.00
343,356.00
344,357.00
345,357.00
346,357.00
347,357.00
348,357.00
349,357.00
350,357.00
351,357.00
352,357.00
353,357.00
354,357.00
355,357.00
356,357.00
357,357.00
358,357.00
359,357.00
360,357.00
361,357.00
362,357.00
363,357.00
364,357.00
365,357.00
366,357.00
367,357.00
368,357.00
369,357.00
370,357.00
371,357.00
372,357.00
373,357.00
374,357.00
375,357.00
376,357.00
377,357.00
378,357.00
379,357.00
380,357.00
381,357.00
382,357.00
383,357.00
384,357.00
385,357.00
386,357.00
387,357.00
388,357.00
389,358.00
390,357.00
391,358.00
392,358.00
393,358.00
394,358.00
395,358.00
396,358.00
397,358.00
398,358.00
399,358.00
400,358.00
401,358.00
402,358.00
403,358.00
404,358.00
405,358.00
406,358.00
407,358.00
408,358.00
409,358.00
410,358.00
411,358.00
412,358.00
413,358.00
414,358.00
415,358.00
416,358.00
417,358.00
418,358.00
419,358.00
420,358.00
421,358.00
422,358.00
423,358.00
424,358.00
425,358.00
426,358.00
427,358.00
428,358.00
429,358.00
430,358.00
431,358.00
432,358.00
433,358.00
434,358.00
435,358.00
436,358.00
437,358.00
438,358.00
439,358.00
440,358.00
441,358.00
442,358.00
443,358.00
444,359.00
445,359.00
446,359.00
447,359.00
448,359.00
449,359.00
450,359.00
451,359.00
452,359.00
453,359.00
454,359.00
455,359.00
456,359.00
457,359.00
458,359.00
459,359.00
460,359.00
461,359.00
462,359.00
463,359.00
464,359.00
465,359.00
466,359.00
467,359.00
468,359.00
469,359.00
470,359.00
471,359.00
472,359.00
473,359.00
474,359.00
475,359.00
476,359.00
477,359.00
478,359.00
479,359.00
480,359.00
481,359.00
482,359.00
483,359.00
484,359.00
485,359.00
486,359.00
487,359.00
488,359.00
489,359.00
490,359.00
491,359.00
492,359.00
493,359.00
494,360.00
495,359.00
496,360.00
497,358.00
498,358.00
499,358.00
500,357.00
501,357.00
502,357.00
503,357.00
504,357.00
505,356.00
506,356.00
507,356.00
508,356.00
509,356.00
510,356.00
511,356.00
512,352.00
513,246.00
514,355.00
515,355.00
516,355.00
517,355.00
518,355.00
519,354.00
520,354.00
521,354.00
522,354.00
523,354.00
524,354.00
525,354.00
526,354.00
527,353.00
528,353.00
529,353.00
530,353.00
531,353.00
532,353.00
533,353.00
534,353.00
535,353.00
536,353.00
537,353.00
538,351.00
539,351.00
540,349.00
541,349.00
542,348.00
543,346.00
544,344.00
545,343.00
546,349.00
547,352.00
548,348.00
549,347.00
550,345.00
551,343.00
552,343.00
553,341.00
554,339.00
555,351.00
