time,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC9.5,TC10
42,357.09,357.88,358.19,358.97,358.27,360.41,357.94,358.69,361.18,351.19,340.55
43,357.06,357.87,358.17,358.95,358.25,360.4,357.93,358.69,361.29,351.4,340.88
44,357.05,357.86,358.17,358.94,358.25,360.39,357.92,358.68,361.42,351.6,341.22
45,357.02,357.85,358.15,358.91,358.24,360.38,357.92,358.67,361.56,351.78,341.56
46,357.0,357.84,358.13,358.9,358.23,360.37,357.91,358.67,361.69,351.95,341.9
47,356.96,357.83,358.12,358.88,358.22,360.36,357.9,358.66,361.8,352.12,342.23
48,356.92,357.8,358.09,358.86,358.19,360.34,357.87,358.66,361.97,352.39,342.72
49,356.88,357.77,358.07,358.83,358.18,360.34,357.86,358.65,362.13,352.68,343.2
50,356.86,357.76,358.07,358.82,358.17,360.32,357.86,358.65,362.24,352.86,343.53
51,356.83,357.73,358.06,358.8,358.16,360.3,357.85,358.64,362.35,353.07,343.85
52,356.8,357.71,358.03,358.79,358.15,360.3,357.83,358.63,362.46,353.3,344.19
53,356.77,357.68,358.02,358.78,358.14,360.29,357.82,358.64,362.56,353.53,344.51
54,356.75,357.66,358.01,358.76,358.13,360.28,357.82,358.63,362.67,353.76,344.84
55,356.72,357.64,357.99,358.74,358.12,360.27,357.83,358.63,362.77,353.96,345.15
56,356.69,357.61,357.98,358.73,358.12,360.26,357.82,358.62,362.87,354.16,345.48
57,356.65,357.57,357.95,358.71,358.09,360.24,357.79,358.61,363.04,354.42,345.92
58,356.61,357.54,357.93,358.68,358.09,360.22,357.78,358.6,363.21,354.69,346.37
59,356.59,357.52,357.92,358.67,358.07,360.21,357.78,358.6,363.31,354.88,346.66
60,356.55,357.49,357.91,358.66,358.07,360.2,357.77,358.58,363.41,355.04,346.96
61,356.53,357.47,357.9,358.64,358.05,360.2,357.76,358.58,363.5,355.23,347.27
62,356.5,357.46,357.89,358.63,358.05,360.18,357.76,358.57,363.62,355.41,347.58
63,356.46,357.43,357.87,358.62,358.04,360.18,357.75,358.57,363.75,355.62,347.87
64,356.45,357.4,357.85,358.6,358.03,360.16,357.74,358.56,363.86,355.78,348.16
65,356.42,357.39,357.85,358.59,358.02,360.15,357.74,358.55,363.97,355.97,348.45
66,356.38,357.35,357.83,358.57,358.02,360.14,357.72,358.54,364.13,356.22,348.87
67,356.34,357.32,357.81,358.55,358.0,360.12,357.72,358.53,364.29,356.48,349.28
68,356.31,357.3,357.8,358.54,358.0,360.12,357.71,358.52,364.4,356.66,349.55
69,356.28,357.27,357.79,358.54,357.98,360.1,357.7,358.52,364.49,356.85,349.83
70,356.26,357.25,357.79,358.52,357.98,360.1,357.7,358.51,364.59,357.02,350.1
71,356.24,357.24,357.77,358.5,357.97,360.09,357.7,358.5,364.68,357.18,350.37
72,356.21,357.21,357.76,358.48,357.96,360.08,357.68,358.49,364.78,357.36,350.64
73,356.17,357.19,357.75,358.47,357.95,360.07,357.68,358.49,364.87,357.54,350.9
74,356.15,357.15,357.73,358.46,357.94,360.05,357.66,358.48,364.97,357.71,351.16
75,356.11,357.12,357.71,358.45,357.93,360.05,357.65,358.48,365.1,357.95,351.55
76,356.06,357.08,357.69,358.44,357.91,360.04,357.63,358.47,365.22,358.18,351.92
77,356.03,357.04,357.67,358.41,357.88,360.03,357.62,358.46,365.31,358.35,352.17
78,356.0,357.02,357.65,358.4,357.88,360.02,357.62,358.46,365.41,358.5,352.41
79,355.98,356.99,357.65,358.39,357.88,360.01,357.61,358.46,365.51,358.65,352.66
80,355.96,356.96,357.64,358.39,357.86,359.99,357.61,358.46,365.61,358.82,352.89
81,355.93,356.95,357.63,358.38,357.86,359.99,357.61,358.46,365.72,358.96,353.13
82,355.9,356.92,357.62,358.37,357.85,359.98,357.59,358.45,365.82,359.09,353.35
83,355.87,356.88,357.61,358.34,357.84,359.97,357.59,358.45,365.9,359.23,353.59
84,355.83,356.84,357.59,358.33,357.83,359.95,357.58,358.45,366.04,359.45,353.95
85,355.79,356.79,357.56,358.31,357.8,359.94,357.56,358.44,366.18,359.66,354.28
86,355.76,356.77,357.56,358.31,357.81,359.94,357.56,358.44,366.28,359.83,354.51
87,355.74,356.74,357.55,358.3,357.79,359.92,357.56,358.44,366.36,359.97,354.72
88,355.71,356.71,357.53,358.28,357.78,359.92,357.55,358.44,366.45,360.1,354.92
89,355.68,356.69,357.52,358.27,357.77,359.91,357.54,358.44,366.54,360.26,355.13
90,355.66,356.66,357.51,358.27,357.77,359.89,357.54,358.43,366.63,360.42,355.34
91,355.63,356.64,357.5,358.25,357.76,359.89,357.53,358.43,366.71,360.57,355.53
92,355.6,356.61,357.49,358.24,357.75,359.88,357.54,358.43,366.8,360.71,355.71
93,355.56,356.57,357.47,358.23,357.73,359.87,357.52,358.42,366.94,360.92,356.01
94,355.5,356.53,357.44,358.2,357.71,359.84,357.51,358.41,367.06,361.13,356.3
95,355.49,356.5,357.43,358.18,357.71,359.83,357.51,358.41,367.16,361.28,356.53
96,355.47,356.47,357.42,358.18,357.71,359.82,357.5,358.4,367.24,361.44,356.74
97,355.43,356.45,357.4,358.16,357.69,359.82,357.5,358.4,367.32,361.6,356.94
98,355.41,356.43,357.4,358.15,357.7,359.81,357.49,358.4,367.41,361.74,357.15
99,355.39,356.4,357.39,358.14,357.68,359.79,357.48,358.4,367.51,361.88,357.32
100,355.36,356.37,357.37,358.13,357.66,359.79,357.48,358.4,367.59,362.04,357.49
101,355.33,356.34,357.36,358.12,357.67,359.79,357.48,358.39,367.66,362.15,357.65
102,355.28,356.29,357.34,358.11,357.65,359.77,357.47,358.39,367.78,362.36,357.89
103,355.25,356.24,357.32,358.09,357.63,359.76,357.46,358.39,367.89,362.58,358.14
104,355.22,356.22,357.31,358.07,357.63,359.76,357.46,358.39,367.98,362.73,358.32
105,355.2,356.18,357.3,358.07,357.63,359.76,357.46,358.38,368.06,362.86,358.48
106,355.18,356.15,357.29,358.07,357.61,359.74,357.46,358.39,368.14,363.01,358.67
107,355.14,356.13,357.28,358.06,357.61,359.74,357.45,358.39,368.22,363.15,358.85
108,355.12,356.1,357.26,358.05,357.6,359.72,357.45,358.37,368.29,363.27,359.04
109,355.09,356.07,357.25,358.03,357.59,359.72,357.44,358.38,368.38,363.4,359.2
110,355.06,356.04,357.23,358.02,357.58,359.7,357.42,358.37,368.46,363.55,359.36
111,355.01,355.98,357.2,358.0,357.55,359.7,357.4,358.38,368.58,363.78,359.61
112,354.97,355.94,357.18,357.99,357.55,359.68,357.41,358.37,368.71,363.99,359.86
113,354.95,355.91,357.16,357.97,357.54,359.67,357.4,358.37,368.78,364.13,360.01
114,354.92,355.88,357.15,357.97,357.53,359.66,357.39,358.37,368.85,364.25,360.16
115,354.89,355.84,357.13,357.95,357.52,359.66,357.38,358.36,368.94,364.37,360.32
116,354.86,355.81,357.11,357.95,357.51,359.65,357.37,358.37,369.01,364.49,360.46
117,354.83,355.79,357.11,357.95,357.5,359.64,357.36,358.37,369.09,364.62,360.61
118,354.81,355.76,357.08,357.93,357.49,359.63,357.37,358.36,369.16,364.73,360.76
119,354.78,355.73,357.06,357.92,357.49,359.63,357.36,358.36,369.23,364.84,360.91
120,354.74,355.69,357.05,357.91,357.48,359.62,357.35,358.36,369.34,365.0,361.16
121,354.7,355.64,357.03,357.89,357.47,359.6,357.34,358.37,369.46,365.17,361.42
122,354.67,355.61,357.01,357.89,357.46,359.6,357.34,358.36,369.53,365.32,361.59
123,354.64,355.58,357.0,357.88,357.45,359.6,357.34,358.37,369.61,365.41,361.77
124,354.62,355.55,356.98,357.87,357.44,359.58,357.33,358.36,369.68,365.52,361.93
125,354.6,355.53,356.97,357.85,357.45,359.57,357.33,358.36,369.77,365.65,362.09
126,354.57,355.5,356.95,357.85,357.43,359.57,357.33,358.36,369.85,365.75,362.24
127,354.53,355.47,356.94,357.84,357.42,359.56,357.32,358.36,369.91,365.85,362.39
128,354.51,355.43,356.92,357.82,357.42,359.54,357.31,358.35,369.97,365.95,362.55
129,354.46,355.39,356.9,357.8,357.39,359.53,357.3,358.35,370.08,366.11,362.77
130,354.43,355.35,356.87,357.78,357.39,359.52,357.29,358.36,370.18,366.27,362.98
131,354.4,355.31,356.86,357.77,357.37,359.51,357.28,358.35,370.26,366.36,363.13
132,354.37,355.29,356.85,357.76,357.37,359.5,357.28,358.35,370.32,366.43,363.28
133,354.34,355.24,356.82,357.75,357.36,359.49,357.27,358.35,370.4,366.52,363.44
134,354.3,355.21,356.81,357.74,357.34,359.48,357.26,358.34,370.46,366.61,363.58
135,354.27,355.18,356.79,357.73,357.33,359.47,357.25,358.35,370.54,366.72,363.73
136,354.25,355.15,356.78,357.71,357.31,359.46,357.25,358.34,370.6,366.81,363.86
137,354.21,355.12,356.75,357.71,357.31,359.46,357.24,358.35,370.67,366.88,364.0
138,354.19,355.07,356.74,357.69,357.3,359.44,357.24,358.35,370.78,366.99,364.2
139,354.14,355.03,356.71,357.68,357.29,359.43,357.23,358.35,370.9,367.11,364.41
140,354.13,355.01,356.71,357.66,357.28,359.42,357.23,358.35,370.97,367.18,364.56
141,354.09,354.98,356.69,357.67,357.28,359.42,357.23,358.36,371.04,367.25,364.7
142,354.06,354.94,356.67,357.65,357.27,359.41,357.22,358.36,371.11,367.32,364.84
143,354.04,354.92,356.66,357.64,357.26,359.4,357.21,358.37,371.19,367.41,364.99
144,354.01,354.88,356.65,357.62,357.25,359.39,357.2,358.37,371.26,367.47,365.12
145,353.98,354.85,356.62,357.62,357.23,359.39,357.2,358.37,371.32,367.53,365.25
146,353.95,354.82,356.61,357.6,357.24,359.38,357.19,358.37,371.4,367.58,365.38
147,353.91,354.78,356.59,357.59,357.22,359.37,357.19,358.38,371.51,367.63,365.54
148,353.87,354.74,356.57,357.57,357.2,359.36,357.18,358.37,371.62,367.65,365.7
149,353.84,354.71,356.54,357.56,357.19,359.35,357.18,358.38,371.68,367.67,365.8
150,353.82,354.68,356.53,357.56,357.19,359.35,357.17,358.39,371.75,367.71,365.92
151,353.79,354.65,356.51,357.54,357.18,359.34,357.16,358.38,371.81,367.74,366.03
152,353.77,354.62,356.5,357.53,357.16,359.32,357.15,358.39,371.87,367.78,366.13
153,353.74,354.59,356.49,357.52,357.17,359.31,357.16,358.39,371.95,367.81,366.24
154,353.71,354.57,356.47,357.51,357.16,359.3,357.14,358.39,372.02,367.86,366.34
155,353.7,354.54,356.46,357.51,357.14,359.31,357.14,358.39,372.09,367.91,366.44
156,353.65,354.49,356.43,357.48,357.13,359.29,357.14,358.4,372.18,368.0,366.62
157,353.61,354.45,356.41,357.47,357.11,359.27,357.13,358.41,372.28,368.11,366.8
158,353.59,354.42,356.4,357.47,357.11,359.27,357.12,358.4,372.34,368.21,366.93
159,353.56,354.39,356.38,357.46,357.1,359.26,357.11,358.41,372.41,368.3,367.05
160,353.54,354.35,356.36,357.44,357.09,359.25,357.11,358.41,372.47,368.38,367.17
161,353.51,354.33,356.34,357.43,357.08,359.24,357.1,358.41,372.54,368.48,367.27
162,353.49,354.3,356.34,357.42,357.08,359.23,357.11,358.41,372.61,368.58,367.39
163,353.47,354.28,356.33,357.4,357.07,359.22,357.1,358.42,372.67,368.67,367.49
164,353.45,354.25,356.32,357.4,357.07,359.22,357.1,358.42,372.73,368.75,367.6
165,353.4,354.2,356.29,357.38,357.05,359.21,357.09,358.42,372.83,368.89,367.75
166,353.36,354.17,356.26,357.36,357.03,359.2,357.08,358.43,372.93,369.03,367.91
167,353.33,354.13,356.25,357.36,357.03,359.18,357.08,358.43,372.98,369.12,368.02
168,353.31,354.1,356.23,357.34,357.02,359.18,357.07,358.44,373.04,369.23,368.14
169,353.29,354.08,356.22,357.33,357.01,359.17,357.08,358.44,373.12,369.33,368.28
170,353.26,354.05,356.2,357.32,357.01,359.17,357.07,358.45,373.18,369.43,368.42
171,353.22,354.01,356.18,357.32,356.99,359.17,357.06,358.45,373.23,369.54,368.55
172,353.19,353.99,356.16,357.31,356.98,359.16,357.05,358.46,373.3,369.65,368.68
173,353.17,353.96,356.14,357.29,356.97,359.15,357.05,358.46,373.37,369.77,368.8
174,353.13,353.91,356.12,357.27,356.95,359.15,357.05,358.47,373.46,369.93,368.99
175,353.1,353.88,356.09,357.25,356.95,359.14,357.05,358.47,373.56,370.08,369.19
176,353.08,353.85,356.08,357.23,356.94,359.13,357.06,358.48,373.63,370.19,369.32
177,353.04,353.83,356.06,357.22,356.93,359.12,357.05,358.47,373.68,370.31,369.45
178,353.01,353.79,356.04,357.21,356.92,359.12,357.05,358.49,373.75,370.41,369.56
179,352.99,353.76,356.03,357.2,356.9,359.11,357.04,358.48,373.82,370.51,369.68
180,352.97,353.74,356.02,357.19,356.9,359.1,357.06,358.49,373.88,370.61,369.79
181,352.94,353.71,355.99,357.17,356.88,359.1,357.04,358.5,373.95,370.7,369.88
182,352.91,353.68,355.97,357.18,356.87,359.09,357.04,358.5,374.0,370.78,369.97
183,352.88,353.63,355.94,357.14,356.85,359.08,357.03,358.5,374.09,370.92,370.11
184,352.85,353.59,355.92,357.13,356.84,359.07,357.02,358.51,374.18,371.01,370.27
185,352.82,353.57,355.91,357.12,356.83,359.06,357.02,358.52,374.25,371.07,370.35
186,352.8,353.54,355.9,357.1,356.82,359.06,357.02,358.52,374.29,371.12,370.45
187,352.77,353.51,355.88,357.09,356.81,359.05,357.0,358.52,374.36,371.19,370.56
188,352.75,353.49,355.86,357.07,356.8,359.04,357.0,358.53,374.42,371.26,370.65
189,352.73,353.46,355.85,357.06,356.8,359.03,357.0,358.54,374.49,371.35,370.75
190,352.71,353.44,355.83,357.05,356.79,359.03,357.01,358.54,374.54,371.44,370.85
191,352.67,353.41,355.81,357.04,356.79,359.02,356.99,358.56,374.59,371.52,370.95
192,352.64,353.37,355.8,357.02,356.77,359.01,356.99,358.56,374.69,371.62,371.08
193,352.6,353.34,355.78,357.01,356.75,359.0,356.98,358.57,374.78,371.75,371.2
194,352.57,353.3,355.76,356.99,356.74,358.99,356.97,358.58,374.83,371.83,371.3
195,352.55,353.27,355.74,356.98,356.73,358.98,356.97,358.58,374.89,371.9,371.39
196,352.53,353.25,355.73,356.97,356.72,358.97,356.97,358.58,374.94,371.98,371.47
197,352.5,353.22,355.71,356.95,356.71,358.97,356.98,358.59,375.01,372.08,371.58
198,352.48,353.2,355.69,356.95,356.7,358.96,356.97,358.61,375.08,372.16,371.67
199,352.46,353.17,355.69,356.94,356.7,358.95,356.97,358.61,375.14,372.26,371.77
200,352.44,353.15,355.67,356.92,356.7,358.95,356.97,358.62,375.19,372.35,371.88
201,352.39,353.1,355.64,356.91,356.67,358.94,356.96,358.63,375.27,372.5,372.01
202,352.35,353.06,355.61,356.89,356.65,358.93,356.94,358.64,375.35,372.65,372.16
203,352.33,353.02,355.59,356.88,356.64,358.93,356.94,358.65,375.41,372.73,372.26
204,352.3,353.01,355.58,356.88,356.64,358.91,356.95,358.66,375.47,372.81,372.34
205,352.28,352.99,355.57,356.87,356.63,358.91,356.94,358.66,375.53,372.89,372.43
206,352.26,352.95,355.55,356.85,356.62,358.9,356.95,358.67,375.6,372.98,372.51
207,352.23,352.93,355.52,356.84,356.61,358.91,356.94,358.68,375.65,373.08,372.58
208,352.21,352.9,355.51,356.83,356.59,358.9,356.94,358.69,375.7,373.18,372.66
209,352.18,352.87,355.49,356.82,356.58,358.89,356.94,358.7,375.75,373.25,372.75
210,352.14,352.83,355.47,356.81,356.57,358.88,356.94,358.72,375.84,373.37,372.87
211,352.1,352.79,355.45,356.78,356.57,358.87,356.94,358.73,375.93,373.5,372.97
212,352.08,352.77,355.44,356.77,356.56,358.87,356.93,358.73,375.99,373.59,373.02
213,352.05,352.74,355.42,356.77,356.55,358.86,356.94,358.75,376.04,373.69,373.06
214,352.03,352.72,355.41,356.77,356.54,358.85,356.94,358.76,376.09,373.77,373.1
215,352.01,352.69,355.39,356.75,356.52,358.84,356.93,358.76,376.14,373.87,373.12
216,351.98,352.66,355.37,356.73,356.51,358.84,356.93,358.77,376.19,373.94,373.14
217,351.95,352.65,355.36,356.72,356.51,358.83,356.93,358.78,376.25,373.99,373.17
218,351.94,352.62,355.35,356.71,356.5,358.82,356.94,358.79,376.31,374.07,373.21
219,351.9,352.58,355.33,356.69,356.48,358.81,356.93,358.8,376.37,374.18,373.26
220,351.85,352.54,355.3,356.68,356.46,358.81,356.92,358.82,376.44,374.31,373.35
221,351.83,352.51,355.27,356.68,356.46,358.8,356.91,358.83,376.49,374.39,373.43
222,351.81,352.49,355.27,356.66,356.45,358.79,356.93,358.84,376.55,374.49,373.5
223,351.79,352.46,355.25,356.66,356.45,358.79,356.92,358.86,376.62,374.58,373.56
224,351.76,352.44,355.24,356.64,356.43,358.78,356.91,358.87,376.68,374.66,373.62
225,351.74,352.42,355.22,356.63,356.42,358.78,356.91,358.88,376.74,374.74,373.68
226,351.71,352.39,355.21,356.63,356.41,358.78,356.9,358.9,376.79,374.84,373.75
227,351.69,352.36,355.19,356.61,356.4,358.76,356.9,358.91,376.84,374.92,373.83
228,351.64,352.32,355.16,356.59,356.38,358.76,356.9,358.92,376.92,375.07,373.96
229,351.62,352.28,355.14,356.58,356.38,358.76,356.91,358.95,377.02,375.21,374.1
230,351.6,352.27,355.14,356.57,356.38,358.75,356.9,358.95,377.08,375.3,374.18
231,351.57,352.25,355.12,356.56,356.37,358.74,356.9,358.96,377.14,375.4,374.25
232,351.56,352.22,355.11,356.54,356.36,358.73,356.9,358.96,377.2,375.49,374.31
233,351.53,352.2,355.08,356.53,356.34,358.73,356.89,358.98,377.24,375.59,374.36
234,351.49,352.16,355.06,356.52,356.33,358.71,356.89,358.99,377.3,375.67,374.41
235,351.49,352.14,355.05,356.51,356.32,358.71,356.89,358.99,377.36,375.73,374.47
236,351.46,352.11,355.04,356.49,356.32,358.7,356.88,359.0,377.41,375.79,374.55
237,351.42,352.09,355.02,356.48,356.31,358.69,356.88,359.02,377.48,375.91,374.64
238,351.39,352.04,354.99,356.46,356.29,358.68,356.88,359.04,377.56,376.02,374.74
239,351.36,352.02,354.98,356.44,356.28,358.67,356.88,359.05,377.62,376.08,374.8
240,351.34,352.0,354.96,356.43,356.27,358.67,356.87,359.07,377.68,376.14,374.9
241,351.32,351.98,354.96,356.43,356.27,358.67,356.87,359.08,377.73,376.2,374.98
242,351.29,351.94,354.93,356.42,356.25,358.66,356.88,359.09,377.79,376.25,375.06
243,351.27,351.92,354.91,356.4,356.24,358.66,356.88,359.1,377.83,376.31,375.15
244,351.25,351.9,354.9,356.39,356.24,358.65,356.87,359.12,377.89,376.36,375.23
245,351.22,351.87,354.88,356.38,356.22,358.64,356.87,359.12,377.97,376.44,375.36
246,351.18,351.82,354.85,356.36,356.2,358.63,356.87,359.14,378.05,376.53,375.47
247,351.15,351.8,354.83,356.35,356.2,358.62,356.86,359.16,378.1,376.64,375.55
248,351.13,351.78,354.82,356.34,356.17,358.62,356.86,359.17,378.16,376.7,375.64
249,351.11,351.76,354.8,356.33,356.17,358.61,356.85,359.18,378.21,376.75,375.72
250,351.09,351.73,354.78,356.32,356.16,358.6,356.86,359.2,378.27,376.82,375.81
251,351.06,351.71,354.78,356.31,356.16,358.6,356.86,359.21,378.32,376.87,375.9
252,351.05,351.69,354.76,356.3,356.15,358.6,356.86,359.23,378.36,376.93,376.0
253,351.02,351.67,354.75,356.29,356.14,358.59,356.86,359.24,378.42,377.0,376.11
254,351.0,351.64,354.73,356.28,356.14,358.58,356.87,359.25,378.48,377.08,376.21
255,350.96,351.6,354.7,356.26,356.12,358.58,356.86,359.27,378.57,377.19,376.36
256,350.94,351.57,354.68,356.23,356.1,358.56,356.87,359.29,378.66,377.28,376.5
257,350.92,351.55,354.67,356.22,356.09,358.56,356.88,359.3,378.71,377.35,376.57
258,350.89,351.54,354.66,356.21,356.1,358.56,356.88,359.32,378.77,377.41,376.65
259,350.87,351.51,354.64,356.21,356.09,358.55,356.88,359.32,378.83,377.48,376.71
260,350.85,351.49,354.63,356.19,356.08,358.55,356.88,359.34,378.88,377.54,376.75
261,350.83,351.46,354.61,356.19,356.07,358.55,356.88,359.35,378.93,377.59,376.8
262,350.8,351.44,354.6,356.18,356.05,358.54,356.88,359.38,378.98,377.63,376.84
263,350.77,351.41,354.58,356.17,356.04,358.54,356.88,359.38,379.03,377.68,376.89
264,350.75,351.39,354.56,356.15,356.04,358.53,356.89,359.41,379.12,377.75,376.98
265,350.71,351.35,354.54,356.14,356.02,358.52,356.88,359.43,379.18,377.83,377.07
266,350.69,351.32,354.52,356.13,356.01,358.52,356.88,359.45,379.24,377.89,377.12
267,350.67,351.31,354.51,356.12,356.0,358.52,356.89,359.45,379.29,377.95,377.2
268,350.65,351.28,354.5,356.11,355.99,358.51,356.9,359.48,379.34,378.02,377.24
269,350.63,351.27,354.49,356.1,356.0,358.51,356.9,359.5,379.4,378.06,377.29
270,350.61,351.24,354.47,356.09,355.99,358.51,356.9,359.51,379.45,378.11,377.33
271,350.59,351.22,354.45,356.08,355.98,358.51,356.89,359.53,379.5,378.17,377.37
272,350.57,351.19,354.44,356.07,355.96,358.5,356.89,359.54,379.55,378.23,377.43
273,350.54,351.16,354.41,356.05,355.94,358.49,356.89,359.56,379.62,378.33,377.51
274,350.5,351.13,354.39,356.04,355.93,358.48,356.88,359.59,379.69,378.42,377.59
275,350.48,351.1,354.38,356.02,355.93,358.48,356.89,359.59,379.74,378.48,377.64
276,350.45,351.08,354.36,356.01,355.91,358.47,356.9,359.61,379.8,378.52,377.69
277,350.43,351.05,354.34,356.0,355.9,358.47,356.89,359.63,379.86,378.57,377.73
278,350.41,351.03,354.33,355.99,355.89,358.46,356.89,359.65,379.91,378.63,377.79
279,350.39,351.01,354.3,355.97,355.88,358.45,356.89,359.66,379.96,378.69,377.85
280,350.38,351.0,354.3,355.96,355.88,358.44,356.91,359.68,380.01,378.75,377.92
281,350.35,350.98,354.29,355.95,355.88,358.43,356.9,359.68,380.06,378.81,377.98
282,350.32,350.95,354.26,355.94,355.86,358.43,356.91,359.71,380.14,378.91,378.06
283,350.29,350.91,354.24,355.93,355.86,358.42,356.91,359.74,380.21,379.01,378.14
284,350.26,350.89,354.23,355.91,355.84,358.43,356.9,359.75,380.25,379.07,378.2
285,350.25,350.87,354.21,355.91,355.83,358.42,356.9,359.77,380.31,379.13,378.25
286,350.22,350.86,354.21,355.9,355.83,358.42,356.9,359.79,380.37,379.18,378.29
287,350.21,350.82,354.18,355.89,355.82,358.41,356.91,359.8,380.42,379.25,378.34
288,350.19,350.8,354.17,355.87,355.81,358.41,356.92,359.82,380.47,379.3,378.4
289,350.17,350.78,354.16,355.87,355.81,358.41,356.92,359.84,380.51,379.35,378.45
290,350.14,350.76,354.14,355.86,355.79,358.4,356.91,359.86,380.55,379.41,378.51
291,350.11,350.73,354.12,355.84,355.78,358.39,356.9,359.87,380.63,379.51,378.59
292,350.07,350.7,354.1,355.82,355.76,358.38,356.9,359.91,380.71,379.61,378.68
293,350.05,350.67,354.08,355.81,355.75,358.38,356.89,359.91,380.76,379.66,378.73
294,350.04,350.66,354.07,355.79,355.75,358.39,356.88,359.93,380.81,379.72,378.79
295,350.02,350.64,354.06,355.78,355.75,358.37,356.89,359.94,380.86,379.77,378.84
296,350.0,350.62,354.05,355.77,355.74,358.36,356.89,359.97,380.92,379.82,378.89
297,349.97,350.6,354.04,355.77,355.73,358.36,356.89,359.98,380.97,379.89,378.94
298,349.95,350.57,354.02,355.76,355.71,358.36,356.88,360.0,381.01,379.94,379.0
299,349.93,350.54,354.0,355.75,355.71,358.35,356.89,360.02,381.07,380.01,379.04
300,349.9,350.51,353.99,355.73,355.69,358.34,356.9,360.04,381.14,380.11,379.14
301,349.86,350.48,353.96,355.72,355.68,358.33,356.89,360.07,381.21,380.2,379.22
302,349.84,350.45,353.94,355.71,355.67,358.32,356.9,360.07,381.26,380.24,379.28
