time,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10
1,358.27,359.41,359.74,360.39,359.62,361.92,359.22,359.63,355.57,331.81
2,358.25,359.38,359.73,360.38,359.61,361.92,359.2,359.61,355.69,331.78
3,358.21,359.36,359.72,360.37,359.6,361.91,359.32,359.68,356.1,331.8
4,358.15,359.33,359.71,360.39,359.6,361.93,359.5,359.84,356.65,331.97
5,358.14,359.33,359.72,360.41,359.62,361.97,359.63,360.03,357.07,332.13
6,358.12,359.33,359.71,360.43,359.64,362.01,359.76,360.22,357.49,332.3
7,358.11,359.33,359.7,360.46,359.66,362.06,359.88,360.42,357.9,332.49
8,358.08,359.34,359.7,360.49,359.68,362.1,359.96,360.6,358.27,332.67
9,358.08,359.35,359.72,360.5,359.72,362.15,360.06,360.74,358.6,332.84
10,358.05,359.38,359.69,360.53,359.74,362.2,360.14,360.94,358.89,332.98
11,358.06,359.39,359.69,360.57,359.76,362.25,360.22,361.12,359.15,333.13
12,358.03,359.42,359.68,360.6,359.8,362.31,360.31,361.26,359.48,333.32
13,358.01,359.44,359.68,360.62,359.84,362.36,360.38,361.37,359.79,333.5
14,357.99,359.44,359.67,360.65,359.85,362.41,360.42,361.47,359.96,333.61
15,357.97,359.43,359.67,360.67,359.88,362.45,360.48,361.57,360.13,333.72
16,357.96,359.43,359.66,360.69,359.9,362.49,360.57,361.65,360.27,333.8
17,357.94,359.42,359.65,360.69,359.92,362.53,360.67,361.75,360.39,333.89
18,357.92,359.43,359.64,360.7,359.94,362.57,360.76,361.85,360.5,333.99
19,357.91,359.43,359.64,360.71,359.96,362.61,360.83,361.92,360.61,334.08
20,357.91,359.43,359.63,360.72,359.97,362.66,360.89,362.01,360.74,334.18
21,357.89,359.45,359.63,360.72,360.0,362.69,360.95,362.1,360.91,334.35
22,357.88,359.45,359.62,360.72,360.02,362.72,360.99,362.21,361.05,334.56
23,357.86,359.46,359.62,360.72,360.04,362.77,361.03,362.32,361.14,334.69
24,357.85,359.45,359.61,360.72,360.06,362.8,361.06,362.43,361.22,334.86
25,357.84,359.44,359.6,360.72,360.06,362.81,361.1,362.49,361.3,335.03
26,357.83,359.42,359.61,360.71,360.08,362.85,361.15,362.58,361.4,335.25
27,357.83,359.41,359.61,360.7,360.09,362.88,361.2,362.65,361.46,335.44
28,357.82,359.39,359.61,360.69,360.1,362.9,361.24,362.71,361.51,335.65
29,357.81,359.37,359.6,360.7,360.11,362.93,361.28,362.78,361.57,335.87
30,357.79,359.34,359.6,360.7,360.12,362.95,361.34,362.81,361.66,336.21
31,357.76,359.32,359.58,360.7,360.14,362.97,361.4,362.86,361.76,336.55
32,357.76,359.3,359.57,360.7,360.16,362.99,361.46,362.9,361.84,336.78
33,357.76,359.28,359.56,360.7,360.17,363.02,361.51,362.96,361.94,337.01
34,357.74,359.25,359.56,360.7,360.18,363.05,361.55,363.0,362.05,337.22
35,357.72,359.23,359.55,360.71,360.18,363.1,361.59,363.06,362.16,337.45
36,357.72,359.21,359.54,360.7,360.19,363.12,361.63,363.12,362.27,337.67
