Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11
780,359.56,359.05,360.13,360.63,360.01,361.99,359.06,359.42,355.24,333.8,331.966512143869,355.428648011889,355.428648011889,353.145619376023,341.960527754042,331.069232537568,323.313541864202,320.654072310133,320.654072310133,320.654072310133,326.285612415202
781,359.5,359.01,360.11,360.61,359.99,361.97,359.08,359.43,355.22,333.5,332.022425662931,355.491067536516,355.491067536516,353.206890367128,342.013882571639,331.110242482741,323.345453553657,320.683361748484,320.683361748484,320.683361748484,326.314901853552
782,359.47,358.97,360.07,360.57,359.99,361.96,359.11,359.55,355.42,333.28,332.078319549893,355.553466346674,355.553466346674,353.268143811002,342.067232880839,331.151254859425,323.37737038756,320.712657230272,320.712657230272,320.712657230272,326.34419733534
783,359.44,358.93,360.02,360.58,359.99,361.96,359.3,359.82,356.22,333.13,332.134193810896,355.615844448065,355.615844448065,353.32937971337,342.120578672701,331.192269663525,323.409292364489,320.741958753237,320.741958753237,320.741958753237,326.373498858305
784,359.44,358.9,360.0,360.58,360.02,361.97,359.51,360.02,357.12,333.2,332.190048452082,355.678201846391,355.678201846391,353.390598079959,342.173919938303,331.233286890944,323.441219483016,320.771266315117,320.771266315117,320.771266315117,326.402806420185
785,359.44,358.89,359.99,360.6,360.02,361.99,359.64,360.3,357.69,333.36,332.245883479593,355.740538547355,355.740538547355,353.451798916498,342.227256668743,331.274306537576,323.473151741712,320.800579913656,320.800579913656,320.800579913656,326.432120018724
786,359.47,358.89,359.98,360.62,360.05,362.02,359.71,360.54,358.19,333.54,332.301698899572,355.802854556661,355.802854556661,353.512982228718,342.280588855143,331.315328599315,323.505089139145,320.829899546601,320.829899546601,320.829899546601,326.461439651669
787,359.5,358.89,359.97,360.64,360.05,362.07,359.7,360.72,358.62,333.7,332.35749471816,355.865149880013,355.865149880013,353.574148022352,342.333916488641,331.356353072047,323.537031673876,320.8592252117,320.8592252117,320.8592252117,326.490765316769
788,359.52,358.88,359.97,360.63,360.06,362.13,359.73,360.83,358.98,333.85,332.4132709415,355.927424523118,355.927424523118,353.635261448595,342.387239560398,331.397379951652,323.568979344465,320.888556906706,320.888556906706,320.888556906706,326.520097011775
789,359.53,358.88,359.96,360.6,360.07,362.18,359.79,360.94,359.28,333.95,332.469027575733,355.98967849168,355.98967849168,353.696346041286,342.440558061598,331.438409234007,323.600932149469,320.917894629372,320.917894629372,320.917894629372,326.549434734441
790,359.55,358.86,359.94,360.59,360.09,362.21,359.88,361.07,359.54,334.0,332.524764627001,356.051911791407,356.051911791407,353.757413055655,342.493871983441,331.479440914984,323.632890087439,320.947238377457,320.947238377457,320.947238377457,326.578778482525
791,359.56,358.8,359.92,360.57,360.09,362.24,359.99,361.22,359.77,334.04,332.580482101446,356.114124428006,356.114124428006,353.818462497594,342.54718131715,331.52047499045,323.664853156927,320.97658814872,320.97658814872,320.97658814872,326.608128253788
792,359.56,358.78,359.89,360.57,360.13,362.27,360.16,361.38,360.0,334.09,332.636180005209,356.176316407185,356.176316407185,353.879494373001,342.600486053969,331.561511456266,323.696821356475,321.005943940924,321.005943940924,321.005943940924,326.637484045992
793,359.56,358.79,359.87,360.58,360.16,362.29,360.31,361.48,360.12,334.16,332.691858344434,356.238487734653,356.238487734653,353.940508687773,342.653786185162,331.602550308289,323.728794684627,321.035305751834,321.035305751834,321.035305751834,326.666845856903
794,359.55,358.8,359.86,360.6,360.18,362.33,360.41,361.63,360.09,334.23,332.737423847064,356.289396371877,356.289428256969,354.027438731915,342.710962144954,331.643967475787,323.760789223939,321.064676195845,321.064676195845,321.064676195845,326.696216300913
795,359.56,358.82,359.86,360.62,360.21,362.38,360.49,361.76,360.04,334.27,332.792650929705,356.351068181147,356.351102535713,354.089520777705,342.764421136688,331.68502854566,323.792773760535,321.094050174539,321.094050174539,321.094050174539,326.725590279607
796,359.56,358.83,359.84,360.64,360.22,362.44,360.54,361.84,360.0,334.3,332.847858098567,356.412719008038,356.412755921624,354.1515870587,342.817876394703,331.726092172577,323.824763446262,321.123430167941,321.123430167941,321.123430167941,326.75497027301
797,359.56,358.84,359.83,360.65,360.25,362.5,360.58,361.89,360.03,334.32,332.903045361574,356.474348860001,356.474388421892,354.213637575131,342.871327910562,331.767158352993,323.856758279776,321.152816173857,321.152816173857,321.152816173857,326.784356278926
798,359.58,358.86,359.83,360.67,360.29,362.55,360.63,361.96,360.13,334.36,332.958212726625,356.535957744517,356.536000043793,354.275672327293,342.924775675848,331.808227083363,323.888758259731,321.182208190095,321.182208190095,321.182208190095,326.813748295164
799,359.59,358.86,359.84,360.68,360.31,362.62,360.68,362.03,360.23,334.42,333.013360201683,356.597545668978,356.597590794345,354.337672936004,342.978219682133,331.849298360128,323.920763384776,321.211606214466,321.211606214466,321.211606214466,326.843146319534
800,359.58,358.85,359.83,360.69,360.33,362.64,360.76,362.09,360.29,334.5,333.06848779461,356.659112640896,356.659160680931,354.399646842075,343.031659921037,331.890372179733,323.95277365356,321.241010244783,321.241010244783,321.241010244783,326.872550349851
801,359.58,358.84,359.81,360.7,360.36,362.7,360.89,362.2,360.39,334.65,333.123595513328,356.720658667705,356.720709710706,354.461604905345,343.085096384173,331.931448538612,323.984789064726,321.270420278863,321.270420278863,321.270420278863,326.901960383931
802,359.59,358.85,359.81,360.72,360.39,362.75,361.05,362.31,360.54,334.82,333.178683365752,356.782183756843,356.782237890834,354.523547126137,343.138529063165,331.972527433194,324.016809616915,321.299836314524,321.299836314524,321.299836314524,326.931376419593
803,359.59,358.86,359.79,360.73,360.41,362.81,361.14,362.44,360.67,334.93,333.233751359777,356.843687915763,356.843745228534,354.585473504817,343.191957949656,332.013608859904,324.048835308764,321.329258349589,321.329258349589,321.329258349589,326.960798454658
804,359.58,358.87,359.79,360.74,360.42,362.85,361.23,362.53,360.81,335.04,333.288799503302,356.905171151909,356.905231731001,354.647384041747,343.245383035303,332.054692815161,324.080866138907,321.358686381883,321.358686381883,321.358686381883,326.990226486951
805,359.58,358.87,359.78,360.75,360.43,362.87,361.3,362.59,360.95,335.16,333.343827804251,356.966633472691,356.966697405331,354.709278737229,343.298804311761,332.095779295378,324.112902105977,321.388120409233,321.388120409233,321.388120409233,327.019660514301
806,359.58,358.88,359.77,360.76,360.44,362.91,361.36,362.66,361.08,335.26,333.39883627046,357.028074885621,357.02814225894,354.771157591789,343.352221770733,332.136868296965,324.144943208601,321.417560429468,321.417560429468,321.417560429468,327.049100534536
807,359.56,358.89,359.76,360.77,360.45,362.95,361.42,362.71,361.23,335.39,333.453824909877,357.089495398063,357.089566298788,354.833020605655,343.405635403889,332.177959816324,324.176989445403,321.447006440421,321.447006440421,321.447006440421,327.07854654549
808,359.57,358.89,359.75,360.77,360.46,362.99,361.47,362.75,361.37,335.51,333.508793730373,357.150895017476,357.150969532138,354.894867779269,343.459045202942,332.219053849852,324.209040815006,321.476458439928,321.476458439928,321.476458439928,327.107998544996
809,359.56,358.89,359.74,360.78,360.46,363.01,361.53,362.77,361.5,335.68,333.563742739832,357.212273751294,357.212351966174,354.956699113028,343.51245115961,332.260150393943,324.241097316027,321.505916425827,321.505916425827,321.505916425827,327.137456530895
810,359.55,358.92,359.75,360.79,360.48,363.04,361.62,362.78,361.7,335.98,333.618671946142,357.273631606943,357.273713608064,355.018514607325,343.565853265623,332.301249444984,324.273158947083,321.535380395957,321.535380395957,321.535380395957,327.166920501025
811,359.54,358.93,359.75,360.79,360.5,363.07,361.68,362.82,361.89,336.26,333.673581357184,357.334968591849,357.335054464985,355.08031426257,343.619251512723,332.342353697952,324.305225706785,321.564850348163,321.564850348163,321.564850348163,327.196390453231
812,359.52,358.94,359.74,360.79,360.5,363.09,361.7,362.83,361.98,336.4,333.728470980834,357.396284713441,357.396374544114,355.142098079182,343.672645892666,332.383461759204,324.337297593742,321.594326280289,321.594326280289,321.594326280289,327.225866385357
813,359.52,358.94,359.74,360.79,360.51,363.12,361.72,362.87,362.07,336.54,333.783340824969,357.457579979138,357.457673852621,355.203866057581,343.726036397222,332.424572328547,324.36937460656,321.623808190185,321.623808190185,321.623808190185,327.255348295253
814,359.51,358.95,359.73,360.79,360.51,363.15,361.74,362.92,362.15,336.68,333.838190897467,357.518854396359,357.518952397662,355.26561819819,343.779423018168,332.465685402341,324.401456743842,321.6532960757,321.6532960757,321.6532960757,327.284836180768
815,359.5,358.95,359.73,360.79,360.51,363.18,361.75,362.95,362.25,336.86,333.893021206191,357.580107972527,357.580210186421,355.327354501456,343.832805747301,332.50680097694,324.433544004187,321.682789934689,321.682789934689,321.682789934689,327.314330039757
816,359.5,358.96,359.74,360.79,360.51,363.21,361.78,363.02,362.37,337.07,333.947831759017,357.641340715049,357.641447226036,355.389074967804,343.886184576423,332.547919048693,324.465636386191,321.712289765007,321.712289765007,321.712289765007,327.343829870075
817,359.5,358.97,359.73,360.79,360.5,363.23,361.81,363.08,362.47,337.32,334.0026225638,357.702552631352,357.702663523707,355.450779597713,343.939559497357,332.589039613943,324.497733888448,321.741795564511,321.741795564511,321.741795564511,327.37333566958
