Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10
0,363.26,367.16,369.09,370.37,370.2,372.42,370.08,371.03,369.82,358.96
1,363.22,367.14,369.08,370.37,370.19,372.42,370.08,371.02,369.85,358.91
2,363.21,367.1,369.06,370.35,370.18,372.41,370.05,371.0,369.79,358.87
3,363.17,367.07,369.04,370.35,370.17,372.41,370.06,370.99,369.7,358.85
4,363.13,367.04,369.01,370.34,370.16,372.4,370.19,371.03,369.6,358.84
5,363.11,367.0,368.99,370.33,370.15,372.4,370.35,371.12,369.53,358.85
6,363.07,366.96,368.96,370.31,370.14,372.41,370.51,371.29,369.6,358.86
7,363.04,366.92,368.94,370.3,370.14,372.42,370.58,371.42,369.71,358.88
8,362.99,366.89,368.92,370.28,370.11,372.45,370.59,371.49,369.72,358.86
9,362.96,366.87,368.9,370.27,370.11,372.47,370.57,371.49,369.73,358.85
10,362.94,366.85,368.9,370.25,370.11,372.49,370.55,371.5,369.74,358.81
11,362.9,366.82,368.88,370.23,370.11,372.51,370.58,371.58,369.77,358.76
12,362.85,366.81,368.87,370.24,370.1,372.53,370.66,371.7,369.82,358.7
13,362.82,366.78,368.86,370.23,370.1,372.53,370.72,371.92,369.89,358.68
14,362.78,366.76,368.85,370.22,370.09,372.53,370.72,372.05,369.94,358.68
15,362.73,366.72,368.83,370.2,370.08,372.53,370.67,372.05,369.99,358.74
16,362.69,366.69,368.81,370.2,370.07,372.53,370.59,371.95,370.01,358.81
17,362.66,366.67,368.8,370.19,370.06,372.52,370.54,371.86,369.95,358.86
18,362.63,366.65,368.79,370.19,370.05,372.52,370.48,371.7,369.88,358.88
19,362.6,366.62,368.78,370.17,370.04,372.5,370.44,371.57,369.85,358.89
20,362.56,366.61,368.77,370.16,370.04,372.48,370.41,371.46,369.82,358.89
21,362.54,366.59,368.77,370.16,370.03,372.47,370.38,371.38,369.77,358.93
22,362.52,366.58,368.76,370.15,370.02,372.46,370.35,371.3,369.71,358.95
23,362.48,366.55,368.76,370.14,370.01,372.45,370.32,371.26,369.7,359.02
24,362.43,366.51,368.74,370.14,369.99,372.45,370.28,371.24,369.76,359.14
25,362.39,366.46,368.73,370.12,369.98,372.43,370.25,371.22,369.9,359.28
26,362.38,366.44,368.73,370.11,369.98,372.41,370.25,371.22,370.03,359.38
27,362.36,366.41,368.74,370.11,369.98,372.41,370.24,371.23,370.17,359.45
28,362.35,366.38,368.73,370.1,369.97,372.39,370.23,371.21,370.28,359.51
29,362.32,366.35,368.72,370.11,369.97,372.38,370.2,371.17,370.38,359.56
30,362.3,366.33,368.72,370.1,369.96,372.36,370.2,371.13,370.44,359.58
31,362.28,366.31,368.71,370.1,369.95,372.36,370.19,371.1,370.48,359.58
32,362.25,366.28,368.7,370.11,369.95,372.34,370.18,371.07,370.45,359.58
33,362.21,366.25,368.69,370.11,369.94,372.34,370.15,371.07,370.29,359.54
34,362.18,366.22,368.67,370.11,369.93,372.34,370.14,371.06,370.04,359.45
35,362.15,366.2,368.67,370.1,369.93,372.32,370.14,371.03,369.96,359.4
36,362.13,366.18,368.64,370.09,369.91,372.31,370.13,371.04,369.93,359.36
37,362.1,366.16,368.64,370.09,369.92,372.32,370.14,371.09,369.89,359.36
38,362.08,366.14,368.64,370.08,369.91,372.3,370.13,371.16,369.88,359.41
39,362.06,366.12,368.63,370.07,369.91,372.31,370.13,371.21,369.85,359.47
40,362.03,366.09,368.62,370.08,369.91,372.31,370.13,371.22,369.87,359.53
41,362.01,366.08,368.62,370.07,369.91,372.3,370.13,371.18,369.91,359.57
42,361.99,366.05,368.61,370.07,369.9,372.29,370.13,371.14,369.96,359.61
43,361.96,366.01,368.59,370.07,369.9,372.29,370.12,371.11,370.04,359.58
44,361.94,366.0,368.58,370.06,369.89,372.26,370.13,371.07,370.07,359.56
45,361.92,365.98,368.57,370.04,369.89,372.26,370.13,371.06,370.03,359.53
46,361.9,365.96,368.56,370.05,369.89,372.25,370.12,371.04,369.96,359.49
47,361.87,365.95,368.56,370.04,369.88,372.24,370.11,371.03,369.9,359.45
48,361.85,365.92,368.55,370.04,369.87,372.24,370.1,371.02,369.83,359.42
49,361.82,365.9,368.53,370.03,369.86,372.23,370.09,371.0,369.78,359.39
50,361.8,365.89,368.52,370.03,369.85,372.22,370.07,370.99,369.78,359.38
51,361.76,365.85,368.52,370.02,369.85,372.22,370.06,371.02,369.84,359.4
52,361.71,365.82,368.51,370.01,369.83,372.19,370.05,371.03,369.83,359.4
53,361.7,365.8,368.5,370.01,369.83,372.19,370.04,371.05,369.81,359.39
54,361.67,365.78,368.49,370.01,369.82,372.19,370.04,371.06,369.9,359.38
55,361.65,365.75,368.48,370.0,369.82,372.17,370.04,371.05,370.02,359.37
56,361.64,365.74,368.47,369.99,369.81,372.17,370.04,371.05,370.02,359.37
57,361.62,365.72,368.47,369.98,369.81,372.16,370.06,371.05,369.98,359.35
58,361.6,365.69,368.45,369.98,369.81,372.15,370.06,371.06,369.93,359.33
59,361.58,365.67,368.45,369.98,369.8,372.15,370.05,371.06,369.87,359.29
60,361.55,365.65,368.43,369.97,369.79,372.15,370.05,371.06,369.85,359.27
61,361.53,365.62,368.41,369.96,369.79,372.13,370.05,371.05,369.84,359.28
62,361.51,365.6,368.41,369.96,369.78,372.13,370.02,371.04,369.86,359.29
63,361.48,365.57,368.4,369.94,369.77,372.12,370.01,371.02,369.93,359.29
64,361.47,365.56,368.39,369.94,369.77,372.12,370.01,371.04,370.0,359.27
65,361.45,365.54,368.38,369.93,369.77,372.1,370.01,371.09,370.05,359.24
66,361.42,365.52,368.36,369.93,369.76,372.11,370.0,371.13,370.02,359.22
67,361.4,365.51,368.37,369.92,369.77,372.09,370.01,371.15,369.94,359.19
68,361.39,365.49,368.36,369.91,369.77,372.1,370.02,371.16,369.81,359.17
69,361.37,365.46,368.33,369.91,369.76,372.08,370.02,371.17,369.6,359.1
